CORE-ID,CDISC Rule ID,Organization,Standard Name,Standard Version,Status,Sensitivity,Rule Type,Executability,Scope,Error Message,Output Variables,Description,Check,Operations
FDA.SDTMIG.SD2226,SD2226,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing DCUTDTC Trial Summary Parameter,,'Data Cutoff Date' (DCUTDTC) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2227,SD2227,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing DCUTDESC Trial Summary Parameter,,'Data Cutoff Description' (DCUTDESC) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2228,SD2228,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing INTMODEL Trial Summary Parameter,,"'Intervention Model' (INTMODEL) record must be populated in Trial Summary (TS) domain, when study type is 'INTERVENTIONAL'. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.",{'all': []},
FDA.SDTMIG.SD2229,SD2229,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing NARMS Trial Summary Parameter,,'Planned Number of Arms' (NARMS) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2230,SD2230,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing STYPE Trial Summary Parameter,,'Study Type' (STYPE) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2231,SD2231,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing INTTYPE Trial Summary Parameter,,"'Intervention Type' (INTTYPE) record must be populated in Trial Summary (TS) domain, when study type is 'INTERVENTIONAL'. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.",{'all': []},
FDA.SDTMIG.SD2232,SD2232,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SSTDTC Trial Summary Parameter,,'Study Start Date' (SSTDTC) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2233,SD2233,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SENDTC Trial Summary Parameter,,'Study End Date' (SENDTC) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2234,SD2234,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing ACTSUB Trial Summary Parameter,,'Actual Number of Subjects' (ACTSUB) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2235,SD2235,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing HLTSUBJI Trial Summary Parameter,,'Healthy Subject Indicator' (HLTSUBJI) record must be populated in Trial Summary (TS) domain. It is expected for SDTM IG v3.1.2 data and required for data in all more recent SDTM versions.,{'all': []},
FDA.SDTMIG.SD2236,SD2236,FDA,SDTMIG,"3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['DM']}}",ACTARMCD does not equal ARMCD,,A value for an Actual Arm Code (ACTARMCD) variable is expected to be equal to a value of an Arm Code (ARMCD) variable.,{'all': []},
FDA.SDTMIG.SD2237,SD2237,FDA,SDTMIG,"3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['DM']}}",ACTARM does not equal ARM,,A value for an Actual Arm (ACTARM) variable is expected to be equal to a value of an Arm (ARM) variable.,{'all': []},
FDA.SDTMIG.SD2238,SD2238,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS', 'INTERVENTIONS']}, 'Domains': {'Include': []}}",Inconsistent value for --STTPT,,Start Reference Time Point (--STTPT) value must be consistent for all records with same Subject (USUBJID) and Start Date/Time (--STDTC) values.,{'all': []},
FDA.SDTMIG.SD2239,SD2239,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS', 'FINDINGS ABOUT']}, 'Domains': {'Include': []}}",Inconsistent value for --TPT,,Planned Time Point Name (--TPT) value must be consistent for all records with same Subject (USUBJID) and Assessment Date/Time (--DTC).,{'all': []},
FDA.SDTMIG.SD2240,SD2240,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVCDREF value for INDIC,,"TSVCDREF variable value must be 'SNOMED', when TSPARAMCD='INDIC'.",{'all': []},
FDA.SDTMIG.SD2241,SD2241,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVCDREF value for CURTRT,,"TSVCDREF variable value must be 'UNII', when TSPARMCD='CURTRT'.",{'all': []},
FDA.SDTMIG.SD2242,SD2242,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVCDREF value for TRT,,"TSVCDREF variable value must be 'UNII', when TSPARMCD='TRT'.",{'all': []},
FDA.SDTMIG.SD2243,SD2243,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVCDREF value for PCLAS,,"TSVCDREF variable value must be either 'MED-RT' or 'NDF-RT', when TSPARMCD='PCLAS'. (Note: Any version 2018-02-05 or earlier is NDF-RT, and any version after is MED-RT.)",{'all': []},
FDA.SDTMIG.SD2244,SD2244,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVCDREF value for FCNTRY,,"TSVCDREF variable value must be 'ISO 3166', when TSPARMCD='FCNTRY'.",{'all': []},
FDA.SDTMIG.SD2245,SD2245,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for DCUTDTC,,"TSVAL variable value must be in ISO 8601 format, when TSPARMCD='DCUTDTC'.",{'all': []},
FDA.SDTMIG.SD2246,SD2246,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for NARMS,,"TSVAL variable value must be numeric, when TSPARMCD='NARMS'.",{'all': []},
FDA.SDTMIG.SD2247,SD2247,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for SSTDTC,,"TSVAL variable value must be in ISO 8601 format, when TSPARMCD='SSTDTC'.",{'all': []},
FDA.SDTMIG.SD2248,SD2248,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for SENDTC,,"TSVAL variable value must be in ISO 8601 format, when TSPARMCD='SENDTC'.",{'all': []},
FDA.SDTMIG.SD2249,SD2249,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for ACTSUB,,"TSVAL variable value must be numeric, when TSPARMCD='ACTSUB'.",{'all': []},
FDA.SDTMIG.SD2250,SD2250,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for CURTRT,,TSVAL for CURTRT record must be a valid preferred term from FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2251,SD2251,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVALCD value for CURTRT,,TSVALCD for CURTRT record must be a valid unique ingredient identifier from FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2252,SD2252,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",TSVAL/TSVALCD value mismatch for CURTRT,,TSVAL and TSVALCD values must be populated from the same name record in FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2253,SD2253,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for COMPTRT,,TSVAL for COMPTRT record must be a valid preferred term from FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2254,SD2254,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVALCD value for COMPTRT,,TSVALCD for COMPTRT record must be a valid unique ingredient identifier from FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2255,SD2255,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",TSVAL/TSVALCD value mismatch for COMPTRT,,TSVAL and TSVALCD values must be populated from the same name record in FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2256,SD2256,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVCDREF value for COMPTRT,,"TSVCDREF variable value must be 'UNII', when TSPARMCD='COMPTRT'.",{'all': []},
FDA.SDTMIG.SD2257,SD2257,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for INDIC,,TSVAL for INDIC record must be a valid term from SNOMED CT.,{'all': []},
FDA.SDTMIG.SD2258,SD2258,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVALCD value for INDIC,,TSVALCD for INDIC record must be a valid concept ID from SNOMED CT.,{'all': []},
FDA.SDTMIG.SD2259,SD2259,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",TSVAL/TSVALCD value mismatch for INDIC,,TSVAL and TSVALCD values must be populated from the same concept description record in SNOMED CT.,{'all': []},
FDA.SDTMIG.SD2260,SD2260,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for TRT,,TSVAL for TRT record must be a valid preferred term from FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2261,SD2261,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVALCD value for TRT,,TSVALCD for TRT record must be a valid unique ingredient identifier from FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2262,SD2262,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",TSVAL/TSVALCD value mismatch for TRT,,TSVAL and TSVALCD values must be populated from the same name record in FDA Substance Registration System (SRS).,{'all': []},
FDA.SDTMIG.SD2263,SD2263,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for PCLAS,,"TSVAL for PCLAS record must be a valid term from MED-RT or NDF-RT (Note: Any version 2018-02-05 or earlier uses NDF-RT, and any version after is MED-RT).",{'all': []},
FDA.SDTMIG.SD2264,SD2264,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVALCD value for PCLAS,,"TSVALCD for PCLAS record must be a valid code from MED-RT or NDF-RT (Note: Any version 2018-02-05 or earlier uses NDF-RT, and any version after is MED-RT).",{'all': []},
FDA.SDTMIG.SD2265,SD2265,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",TSVAL/TSVALCD value mismatch for PCLAS,,"TSVAL and TSVALCD values must be populated from the same record in MED-RT or NDF-RT (Note: Any version 2018-02-05 or earlier uses NDF-RT, and any version after is MED-RT).",{'all': []},
FDA.SDTMIG.SD2266,SD2266,FDA,SDTMIG,"3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVCDREF value for TDIGRP,,"TSVCDREF variable value must be 'SNOMED', when TSPARAMCD='TDIGRP'.",{'all': []},
FDA.SDTMIG.SD2267,SD2267,FDA,SDTMIG,"3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVAL value for TDIGRP,,TSVAL for TDIGRP record must be a valid term from SNOMED CT.,{'all': []},
FDA.SDTMIG.SD2268,SD2268,FDA,SDTMIG,"3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Invalid TSVALCD value for TDIGRP,,TSVALCD for TDIGRP record must be a valid concept ID from SNOMED CT.,{'all': []},
FDA.SDTMIG.SD2269,SD2269,FDA,SDTMIG,"3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",TSVAL/TSVALCD value mismatch for TDIGRP,,TSVAL and TSVALCD values must be populated from the same concept description record in SNOMED CT.,{'all': []},
FDA.SDTMIG.SD2270,SD2270,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS', 'FINDINGS', 'FINDINGS ABOUT', 'INTERVENTIONS', 'SPECIAL PURPOSE']}, 'Domains': {'Include': []}}","Missing --DTC variable, when --DY variable is present",,"Collection Study Date/Time (--DTC) variable should be included into dataset, when Collection Study Day (--DY) variable is present.",{'all': []},
FDA.SDTMIG.SD2271,SD2271,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS', 'FINDINGS', 'FINDINGS ABOUT']}, 'Domains': {'Include': ['CO', 'DM', 'DR', 'SE', 'SM', 'SV']}}","Missing --STDTC variable, when --STDY variable is present",,"Start Study Date/Time (--STDTC) variable should be included into dataset, when Study Day of Start (--STDY) variable is present.",{'all': []},
FDA.SDTMIG.SD2272,SD2272,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS', 'FINDINGS', 'FINDINGS ABOUT']}, 'Domains': {'Include': ['CO', 'DM', 'DR', 'SE', 'SM', 'SV']}}","Missing --ENDTC variable, when --ENDY variable is present",,"End Study Date/Time (--ENDTC) variable should be included into dataset, when Study Day of End (--ENDY) variable is present.",{'all': []},
FDA.SDTMIG.SD2273,SD2273,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing EXTTIND Trial Summary Parameter,,'Extension Trial Indicator' (EXTTIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2274,SD2274,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing NCOHORT Trial Summary Parameter,,'Number of Groups/Cohorts' (NCOHORT) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2275,SD2275,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing OBJSEC Trial Summary Parameter,,'Trial Secondary Objective' (OBJSEC) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2276,SD2276,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing PDPSTIND Trial Summary Parameter,,'Pediatric Postmarket Study Indicator' (PDPSTIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2277,SD2277,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing PDSTIND Trial Summary Parameter,,'Pediatric Study Indicator' (PDSTIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2278,SD2278,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing PIPIND Trial Summary Parameter,,'Pediatric Investigation Plan Indicator' (PIPIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2279,SD2279,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing RDIND Trial Summary Parameter,,'Rare Disease Indicator' (RDIND) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2280,SD2280,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SDTIGVER Trial Summary Parameter,,'SDTM IG Version' (SDTIGVER) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2281,SD2281,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing SDTMVER Trial Summary Parameter,,'SDTM Version' (SDTMVER) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2282,SD2282,FDA,SDTMIG,"3.1.2,3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Missing THERAREA Trial Summary Parameter,,'Therapeutic Area' (THERAREA) record must be populated in Trial Summary (TS) domain. It is an 'FDA Desired' parameter listed in the Technical Conformance Guide (TCG).,{'all': []},
FDA.SDTMIG.SD2283,SD2283,FDA,SDTMIG,"3.1.3,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TS']}}",Value for TSVALNF not found in ISO 21090,,Value for the Null Flavor (TSVALNF) variable must be populated using terms found in ISO 21090.,{'all': []},
FDA.SDTMIG.SD2285,SD2285,FDA,"SDTMIG,SENDIG-AR","3.1.2,3.1.3,3.2,3.3,1.0",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['LB', 'MB', 'MS']}}",Value for --LOINC not found in LOINC coding system,,Value for the LOINC Code (--LOINC) variable must be populated using a LOINC coding system version specified in the define.xml.,{'all': []},
FDA.SDTMIG.SD9999,SD9999,FDA,"SDTMIG,SENDIG,SENDIG-AR,SENDIG-DART","3.1.2,3.1.3,3.2,3.3,3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['UNRECOGNIZED']}}",Dataset class not recognized,,"The structure for custom dataset should be based on one of the general observation classes (EVENTS, FINDINGS, INTERVENTIONS) defined by the SDTM model.",{'all': []},
FDA.SDTMIG.SE0007,SE0007,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TX']}}",Missing TX dataset,,Trial Sets (TX) dataset should be included in every submission.,{'all': []},
FDA.SDTMIG.SE0009,SE0009,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': []}}",Missing values for both --DTC and --DY variables,,Date/Time of Observation (--DTC) or Study Day of Observation (--DY) should be populated in the Findings observation class where data are usually collected at multiple study days.,{'all': []},
FDA.SDTMIG.SE0011,SE0011,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}","Missing value for --TPTREF, when --RFTDTC is provided",,"Time Point Reference (--TPTREF) variable values should be provided, when Date/Time of Reference Time Point (--RFTDTC) variable values are populated.",{'all': []},
FDA.SDTMIG.SE0038,SE0038,FDA,SENDIG-DART,1.1,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS', 'FINDINGS', 'FINDINGS ABOUT', 'INTERVENTIONS']}, 'Domains': {'Include': []}}",Value of Study Day variable equals 0,,Study Day variables (*DY) value should not equal 0.,{'all': []},
FDA.SDTMIG.SE0055,SE0055,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",SEND/dataset variable type mismatch,,Variable Data Types in the dataset should match the variable data types described in SEND IG and SDTM Model.,{'all': []},
FDA.SDTMIG.SE0056,SE0056,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",SEND Required variable not found,,Variables described in SEND IG as Required must be included in the dataset.,{'all': []},
FDA.SDTMIG.SE0057,SE0057,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",SEND Expected variable not found,,Variables described in SEND IG as Expected should be included in the dataset.,{'all': []},
FDA.SDTMIG.SE0063,SE0063,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",SEND/dataset variable label mismatch,,Variable Label in the dataset should match the variable label described in SEND IG. When creating a new domain Variable Labels could be adjusted as appropriate to properly convey the meaning in the context of the data being submitted.,{'all': []},
FDA.SDTMIG.SE0070,SE0070,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['DM']}}",No Exposure record found for subject,,"All Demographics (DM) subjects (USUBJID) participating in a study that includes investigational product should have at least one record in the Exposure (EX) domain, except for subjects where ARMCD is not populated.",{'all': []},
FDA.SDTMIG.SE0083,SE0083,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['TF']}}",TFDETECT is after DSSTDY,,Time in Days to Detection of Tumor (TFDETECT) should be less than or equal to the Study Day of Disposition of the latest Disposition Event (DSSTDY).,{'all': []},
FDA.SDTMIG.SE1074,SE1074,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': []}, 'Domains': {'Include': ['ALL']}}",Variable which can be used only in SDTM,,Variables designed only for SDTM human studies must be not included in the SEND dataset.,{'all': []},
FDA.SDTMIG.SE1125,SE1125,FDA,"SENDIG,SENDIG-AR,SENDIG-DART","3.0,3.1,3.1.1,1.0,1.1",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': []}}","Inconsistent value for --ELTM within --TPT, --TPTREF,  --CAT and/or --SCAT",,"All values of Planned Elapsed Time (--ELTM) variable should be the same for a given value of Planned Time Point Name (--TPT) variable, Time Point Reference (--TPTREF) and if present, Category and/or Subcategory (--CAT/--SCAT).",{'all': []},
